age,annual_income,country,device_type,traffic_source,campaign_type,pages_visited,session_duration,email_opens,email_clicks,previous_purchases,days_since_last_visit,discount_offered,ad_spend,converted
20,61679.0,Canada,Tablet,Google,Discount,5,245.0,3,2,1,11.0,15,13.74,0
68,105294.0,USA,Mobile,Google,Retargeting,5,173.0,3,0,2,11.0,20,9.09,0
33,102171.0,Australia,Tablet,Instagram,Product Launch,3,142.0,0,0,0,1.0,15,6.4,0
66,60868.0,USA,Mobile,Facebook,Discount,8,428.0,2,0,0,77.0,10,8.9,0
62,78192.0,USA,Desktop,Email,Product Launch,6,243.0,9,5,1,0.0,20,13.8,1
22,94240.0,USA,Tablet,Google,Brand Awareness,3,10.0,0,0,0,30.0,0,5.36,0
49,79308.0,UK,Desktop,Referral,Newsletter,4,581.0,1,0,1,21.0,0,12.48,0
22,68345.0,USA,Mobile,TikTok,Newsletter,8,561.0,7,3,0,0.0,5,1.67,1
35,64656.0,USA,Mobile,Google,Newsletter,6,299.0,5,1,0,10.0,0,13.88,1
63,50389.0,USA,Desktop,Email,Discount,5,211.0,2,2,1,0.0,10,13.67,0
20,89640.0,USA,Mobile,Google,Product Launch,6,457.0,1,1,0,0.0,10,13.54,0
48,84405.0,USA,Mobile,Facebook,Brand Awareness,9,483.0,2,0,0,17.0,20,1.77,0
57,75020.0,USA,Mobile,Instagram,Newsletter,1,135.0,1,0,1,8.0,5,16.03,0
52,71574.0,UK,Mobile,Google,Product Launch,5,34.0,2,1,1,11.0,0,0.5,0
18,107720.0,USA,Tablet,TikTok,Discount,5,287.0,2,1,1,6.0,10,21.95,1
53,81025.0,USA,Mobile,Facebook,Retargeting,8,605.0,3,0,2,0.0,20,23.22,0
22,99883.0,USA,Mobile,TikTok,Product Launch,10,463.0,2,0,1,59.0,25,27.54,0
59,46510.0,Canada,Tablet,Instagram,Discount,1,276.0,2,0,1,8.0,0,7.74,1
69,53695.0,USA,Mobile,Facebook,Discount,1,10.0,1,1,3,34.0,20,6.74,1
68,54717.0,Australia,Tablet,Email,Newsletter,8,389.0,3,2,0,18.0,15,39.55,0
58,86836.0,USA,Mobile,Instagram,Newsletter,2,128.0,0,0,3,6.0,15,7.7,1
35,64336.0,USA,Desktop,Google,Product Launch,3,153.0,0,0,0,10.0,20,9.39,0
63,99300.0,USA,Mobile,Facebook,Brand Awareness,3,400.0,4,2,1,38.0,20,10.95,0
48,74240.0,Australia,Tablet,Instagram,Product Launch,5,207.0,1,0,0,12.0,5,11.01,0
42,92501.0,USA,Mobile,Google,Newsletter,4,139.0,4,1,1,5.0,20,9.58,0
48,64971.0,UK,Mobile,Google,Brand Awareness,2,80.0,0,0,0,3.0,10,16.46,0
26,90593.0,USA,Mobile,Facebook,Brand Awareness,3,250.0,0,0,0,23.0,15,7.54,0
24,65737.0,USA,Mobile,Facebook,Retargeting,9,374.0,0,0,0,59.0,10,35.22,0
45,70803.0,USA,Mobile,Instagram,Discount,6,463.0,4,2,2,0.0,0,8.12,1
47,51566.0,USA,Desktop,Facebook,Product Launch,1,162.0,2,0,0,7.0,5,8.82,0
40,34952.0,UK,Mobile,Google,Brand Awareness,4,445.0,4,2,0,13.0,5,10.34,1
54,48220.0,USA,Desktop,Instagram,Brand Awareness,4,320.0,0,0,0,37.0,10,15.56,0
26,78132.0,USA,Desktop,TikTok,Product Launch,7,167.0,0,0,0,25.0,15,17.2,0
41,77912.0,UK,Mobile,Google,Product Launch,5,70.0,2,0,0,26.0,20,12.48,0
26,38704.0,USA,Mobile,Email,Product Launch,5,383.0,3,1,1,123.0,5,8.94,0
39,47654.0,USA,Mobile,Google,Brand Awareness,6,101.0,2,0,2,12.0,0,19.65,1
31,43207.0,USA,Tablet,Facebook,Discount,3,32.0,1,1,0,3.0,20,7.97,0
54,83897.0,Australia,Tablet,Email,Retargeting,7,439.0,4,1,0,7.0,20,16.34,1
67,53770.0,USA,Mobile,Facebook,Discount,5,261.0,2,1,1,20.0,0,2.64,0
54,50837.0,USA,Desktop,Referral,Discount,4,331.0,0,0,1,4.0,0,3.96,1
69,81614.0,USA,Mobile,Facebook,Discount,3,150.0,3,0,0,30.0,0,10.04,0
24,59510.0,UK,Mobile,Google,Product Launch,1,40.0,2,1,1,0.0,0,5.59,0
54,82622.0,USA,Mobile,Google,Retargeting,4,298.0,1,1,1,0.0,10,23.03,1
32,87616.0,USA,Desktop,Google,Product Launch,6,664.0,1,1,1,0.0,10,5.06,1
55,60089.0,USA,Mobile,Instagram,Newsletter,4,10.0,0,0,0,10.0,25,12.61,0
43,36610.0,UK,Mobile,TikTok,Newsletter,3,10.0,6,3,0,0.0,20,9.38,1
56,66090.0,USA,Mobile,Google,Newsletter,5,205.0,2,0,0,0.0,15,25.41,1
24,116767.0,USA,Tablet,Google,Newsletter,6,572.0,3,2,1,61.0,10,23.1,1
44,49422.0,USA,Mobile,Referral,Brand Awareness,7,346.0,0,0,0,18.0,0,13.51,0
39,99628.0,Australia,Desktop,TikTok,Discount,3,108.0,0,0,1,0.0,5,8.69,0
27,58406.0,USA,Mobile,Email,Product Launch,7,497.0,3,1,0,2.0,0,4.57,0
29,51738.0,Australia,Mobile,Referral,Newsletter,8,284.0,5,1,2,75.0,10,17.4,1
63,102204.0,USA,Mobile,Facebook,Product Launch,4,84.0,4,1,0,5.0,5,19.66,0
52,62870.0,USA,Mobile,Instagram,Product Launch,4,209.0,0,0,0,41.0,5,14.42,0
63,27210.0,USA,Tablet,Facebook,Newsletter,5,172.0,4,0,0,13.0,10,23.09,0
49,43703.0,USA,Mobile,Referral,Brand Awareness,5,410.0,0,0,0,49.0,5,6.63,0
54,54015.0,USA,Mobile,Referral,Product Launch,8,85.0,3,1,0,0.0,5,7.95,0
63,59578.0,USA,Mobile,Instagram,Discount,6,207.0,3,0,3,23.0,0,4.2,0
66,97783.0,Canada,Mobile,Google,Product Launch,6,287.0,1,0,1,1.0,15,8.91,1
20,91313.0,USA,Desktop,Instagram,Brand Awareness,7,469.0,0,0,0,10.0,15,12.38,1
68,71540.0,Canada,Mobile,Email,Discount,8,287.0,4,1,0,58.0,5,1.68,0
48,80843.0,USA,Mobile,Google,Retargeting,8,539.0,0,0,0,15.0,15,7.99,0
44,61725.0,UK,Desktop,Facebook,Newsletter,2,246.0,3,1,1,15.0,0,9.94,1
61,36879.0,Canada,Mobile,Referral,Brand Awareness,12,637.0,2,1,1,11.0,15,13.03,1
57,72055.0,USA,Mobile,Facebook,Discount,4,212.0,1,0,1,16.0,20,16.95,1
32,66970.0,USA,Mobile,Google,Newsletter,4,429.0,3,1,1,13.0,5,24.78,0
50,90808.0,Canada,Mobile,Referral,Newsletter,8,467.0,3,1,0,18.0,0,14.38,0
50,78323.0,USA,Mobile,Instagram,Discount,6,202.0,2,1,1,77.0,25,1.82,0
23,95601.0,USA,Mobile,Google,Newsletter,5,377.0,3,1,0,81.0,5,16.95,0
20,63237.0,USA,Tablet,Google,Newsletter,7,511.0,1,0,1,4.0,20,21.89,1
34,64141.0,USA,Mobile,Email,Newsletter,1,103.0,6,3,0,43.0,10,21.55,0
55,62206.0,USA,Mobile,Google,Discount,2,10.0,0,0,1,25.0,25,6.68,0
21,54079.0,USA,Desktop,Referral,Discount,5,283.0,3,1,1,9.0,25,17.46,0
57,94160.0,UK,Mobile,Instagram,Product Launch,5,117.0,1,0,0,31.0,15,3.91,0
64,75063.0,Canada,Desktop,Email,Retargeting,8,486.0,4,1,0,0.0,20,7.27,1
37,46708.0,USA,Desktop,Facebook,Newsletter,2,163.0,2,0,1,0.0,15,10.34,0
19,58891.0,Canada,Mobile,Email,Retargeting,9,365.0,1,0,2,0.0,25,3.16,0
54,111038.0,USA,Mobile,Google,Discount,5,219.0,2,0,2,26.0,0,18.25,0
45,120227.0,USA,Mobile,Email,Newsletter,5,488.0,5,3,1,59.0,0,7.76,0
57,100782.0,USA,Mobile,Facebook,Newsletter,6,193.0,1,0,0,32.0,20,3.1,0
27,74401.0,USA,Mobile,Email,Product Launch,9,485.0,2,1,2,87.0,0,26.72,1
38,104948.0,Canada,Mobile,Email,Product Launch,3,177.0,2,1,2,36.0,0,8.18,0
25,70642.0,USA,Mobile,Email,Product Launch,5,521.0,8,4,1,8.0,10,4.64,1
23,47291.0,USA,Desktop,Instagram,Discount,7,624.0,1,0,0,68.0,0,20.23,0
26,73274.0,Canada,Mobile,Referral,Discount,7,454.0,0,0,0,51.0,20,12.56,1
44,49026.0,UK,Desktop,Referral,Retargeting,10,525.0,3,1,1,72.0,10,27.76,0
63,67211.0,USA,Desktop,TikTok,Retargeting,7,554.0,1,0,1,20.0,10,4.48,0
28,118893.0,Canada,Desktop,Google,Brand Awareness,7,558.0,2,0,0,2.0,10,12.41,0
43,82798.0,USA,Mobile,Instagram,Newsletter,3,137.0,3,1,0,1.0,0,1.78,0
51,76220.0,Australia,Mobile,Facebook,Retargeting,6,353.0,4,2,0,53.0,10,9.78,0
35,88645.0,USA,Mobile,Google,Newsletter,8,276.0,2,1,0,0.0,20,7.71,0
18,62475.0,USA,Desktop,Email,Newsletter,6,430.0,2,0,1,0.0,20,17.61,1
69,77102.0,USA,Desktop,TikTok,Discount,5,483.0,2,0,0,33.0,15,14.57,1
53,51121.0,USA,Mobile,Instagram,Newsletter,6,348.0,2,2,4,98.0,10,20.79,1
46,43210.0,Canada,Mobile,Instagram,Retargeting,8,78.0,1,0,0,104.0,5,5.76,0
35,61478.0,USA,Mobile,Email,Newsletter,4,283.0,6,4,0,55.0,0,1.88,1
33,46420.0,USA,Mobile,Facebook,Retargeting,6,346.0,4,1,1,2.0,0,16.45,0
34,25000.0,Canada,Desktop,Email,Discount,2,90.0,2,1,0,17.0,0,8.07,0
37,60516.0,Australia,Mobile,Email,Discount,6,250.0,5,3,0,0.0,0,18.83,1
49,49343.0,USA,Desktop,Referral,Discount,4,349.0,1,0,2,54.0,20,9.29,0
54,52089.0,USA,Tablet,TikTok,Brand Awareness,3,154.0,3,1,0,22.0,10,7.13,0
57,101279.0,USA,Mobile,Instagram,Discount,7,232.0,1,0,0,6.0,15,7.94,0
24,84166.0,USA,Tablet,Facebook,Retargeting,5,207.0,3,1,1,0.0,20,21.29,1
34,91576.0,USA,Mobile,Instagram,Retargeting,7,363.0,3,2,0,0.0,10,20.67,1
57,66727.0,USA,Desktop,Instagram,Retargeting,3,217.0,5,3,1,9.0,10,17.38,1
53,49403.0,USA,Mobile,Instagram,Retargeting,8,559.0,1,0,1,9.0,15,19.12,1
63,52159.0,USA,Mobile,Facebook,Product Launch,8,357.0,0,0,0,0.0,15,11.41,0
24,108405.0,Canada,Desktop,TikTok,Newsletter,1,231.0,3,1,1,0.0,15,12.82,0
42,25000.0,USA,Mobile,Google,Newsletter,8,255.0,5,3,1,0.0,25,13.92,1
29,60319.0,USA,Mobile,Instagram,Product Launch,8,201.0,0,0,0,48.0,20,15.97,0
40,75280.0,USA,Desktop,Facebook,Discount,6,439.0,1,0,0,30.0,10,9.6,0
57,39564.0,USA,Mobile,TikTok,Newsletter,6,337.0,4,4,0,31.0,10,6.07,0
25,92758.0,USA,Mobile,Google,Product Launch,4,349.0,1,0,0,20.0,10,37.02,0
44,53799.0,USA,Desktop,Instagram,Newsletter,8,603.0,3,1,1,49.0,10,25.01,0
39,70768.0,UK,Desktop,TikTok,Product Launch,5,481.0,1,0,1,24.0,15,5.16,0
19,103784.0,Canada,Mobile,Facebook,Product Launch,4,272.0,2,1,2,2.0,0,6.81,0
57,89384.0,USA,Desktop,Google,Retargeting,6,432.0,1,0,1,47.0,0,4.1,0
59,66638.0,USA,Desktop,Instagram,Retargeting,8,307.0,1,1,1,4.0,0,31.65,0
39,68890.0,USA,Mobile,Facebook,Brand Awareness,7,215.0,0,0,0,1.0,0,3.94,0
22,102216.0,USA,Mobile,Instagram,Newsletter,4,355.0,4,3,0,12.0,0,19.1,0
50,111326.0,USA,Tablet,Instagram,Product Launch,5,523.0,1,0,1,18.0,0,5.57,0
69,82456.0,USA,Mobile,Google,Newsletter,3,176.0,3,1,0,43.0,0,17.0,0
20,32838.0,USA,Desktop,TikTok,Brand Awareness,3,324.0,1,0,1,3.0,0,7.34,0
38,61805.0,Canada,Mobile,Google,Newsletter,3,413.0,4,2,1,9.0,5,28.21,1
29,94011.0,USA,Desktop,Google,Retargeting,8,660.0,1,0,0,27.0,0,6.04,0
67,56443.0,USA,Mobile,Google,Newsletter,3,10.0,4,2,2,0.0,5,29.22,0
28,65772.0,USA,Mobile,Instagram,Discount,2,209.0,4,1,0,12.0,0,2.28,0
63,51515.0,USA,Desktop,Email,Brand Awareness,5,436.0,1,1,1,26.0,15,8.86,1
69,63268.0,USA,Tablet,Facebook,Retargeting,11,382.0,3,0,0,1.0,5,20.3,1
59,92825.0,Canada,Mobile,Instagram,Discount,1,10.0,2,1,1,4.0,0,29.14,0
20,86695.0,USA,Mobile,Email,Discount,7,265.0,3,1,0,4.0,0,10.39,0
24,49624.0,USA,Mobile,Referral,Retargeting,10,537.0,3,1,3,129.0,20,3.69,1
29,99020.0,Canada,Mobile,Facebook,Newsletter,3,344.0,2,1,1,51.0,10,7.33,1
67,42238.0,USA,Desktop,Instagram,Brand Awareness,2,147.0,2,0,1,0.0,25,7.99,1
19,92631.0,USA,Mobile,Referral,Newsletter,10,313.0,5,1,0,21.0,10,18.79,1
51,91327.0,Australia,Mobile,Email,Discount,10,300.0,6,1,2,49.0,0,13.18,1
51,45213.0,USA,Tablet,Facebook,Brand Awareness,10,888.0,1,0,0,43.0,10,4.33,0
35,33701.0,USA,Desktop,TikTok,Discount,4,482.0,4,1,0,12.0,0,13.63,1
51,94063.0,USA,Desktop,Google,Newsletter,7,479.0,4,1,1,28.0,25,2.3,0
19,86707.0,USA,Mobile,TikTok,Retargeting,7,408.0,2,0,1,13.0,20,10.55,0
35,77633.0,UK,Mobile,Facebook,Product Launch,3,402.0,1,0,0,54.0,0,29.23,0
59,56611.0,Canada,Mobile,Email,Discount,8,199.0,3,0,2,21.0,0,7.47,0
19,81131.0,UK,Mobile,Google,Newsletter,4,234.0,5,3,1,0.0,0,9.77,0
50,41615.0,Canada,Desktop,Referral,Brand Awareness,7,711.0,1,1,1,0.0,15,5.07,1
40,89446.0,USA,Mobile,Instagram,Newsletter,2,10.0,5,2,1,36.0,0,1.39,0
64,121521.0,USA,Desktop,Instagram,Retargeting,7,394.0,1,0,1,0.0,0,7.23,1
26,68882.0,UK,Desktop,Instagram,Product Launch,8,596.0,2,1,0,61.0,20,27.77,1
67,94906.0,USA,Mobile,TikTok,Retargeting,7,249.0,2,1,1,58.0,5,4.07,0
40,54820.0,USA,Desktop,Referral,Discount,8,741.0,1,0,1,1.0,25,16.87,1
50,79705.0,USA,Tablet,Google,Discount,4,282.0,1,0,0,10.0,10,7.92,0
37,68803.0,Australia,Mobile,Google,Discount,4,10.0,3,1,1,84.0,5,8.02,0
56,82363.0,USA,Desktop,TikTok,Brand Awareness,3,350.0,1,0,0,1.0,25,10.03,0
29,66649.0,USA,Mobile,Referral,Newsletter,5,303.0,3,0,0,4.0,10,13.85,0
54,36790.0,USA,Mobile,Email,Discount,7,437.0,4,0,1,22.0,0,4.29,1
61,95166.0,USA,Mobile,TikTok,Discount,7,394.0,1,0,1,14.0,0,12.37,0
47,48407.0,Canada,Mobile,Referral,Newsletter,3,239.0,2,1,1,13.0,0,5.05,0
54,96065.0,Canada,Mobile,Google,Product Launch,7,267.0,0,0,1,45.0,5,30.9,0
43,47236.0,USA,Mobile,Facebook,Newsletter,7,123.0,3,1,2,2.0,10,17.15,0
42,89413.0,USA,Desktop,Facebook,Brand Awareness,6,589.0,2,0,1,0.0,20,27.74,0
42,80618.0,USA,Mobile,TikTok,Retargeting,8,440.0,2,0,0,12.0,25,8.98,0
38,61784.0,USA,Desktop,Instagram,Retargeting,10,554.0,2,0,1,0.0,15,15.36,0
63,93131.0,Australia,Mobile,Google,Newsletter,3,11.0,2,1,2,43.0,15,3.73,0
23,78008.0,USA,Desktop,Instagram,Product Launch,5,282.0,1,1,0,14.0,15,3.92,0
68,106235.0,USA,Mobile,Google,Product Launch,6,191.0,1,1,1,1.0,10,12.15,0
49,86815.0,USA,Desktop,Google,Retargeting,4,543.0,2,0,0,0.0,0,19.52,1
33,98523.0,Canada,Mobile,Google,Product Launch,10,622.0,1,0,0,13.0,15,8.65,0
44,29441.0,USA,Mobile,Google,Discount,6,184.0,1,1,0,48.0,15,15.98,0
47,101717.0,USA,Mobile,Google,Retargeting,5,96.0,2,2,1,0.0,15,3.18,0
65,67533.0,USA,Mobile,Instagram,Product Launch,3,323.0,0,0,1,8.0,5,5.24,0
61,67656.0,Canada,Mobile,TikTok,Discount,5,402.0,1,0,0,17.0,5,8.53,0
68,44987.0,UK,Mobile,Facebook,Retargeting,9,306.0,3,1,0,16.0,15,18.06,1
23,57067.0,USA,Desktop,Instagram,Product Launch,5,314.0,1,0,0,24.0,15,3.3,0
60,66241.0,USA,Mobile,Google,Brand Awareness,5,149.0,2,1,0,54.0,15,22.3,0
69,73946.0,USA,Desktop,TikTok,Discount,1,129.0,1,0,1,0.0,20,2.08,0
63,73730.0,USA,Desktop,Instagram,Brand Awareness,3,10.0,1,0,1,15.0,25,12.59,1
33,64227.0,USA,Mobile,Facebook,Brand Awareness,4,136.0,1,1,0,14.0,5,25.55,0
43,75639.0,UK,Mobile,Google,Discount,2,136.0,1,0,3,0.0,0,0.76,0
56,90501.0,USA,Mobile,Google,Brand Awareness,9,251.0,2,1,1,0.0,0,18.24,1
37,61814.0,Canada,Mobile,Google,Newsletter,5,224.0,3,1,0,13.0,10,7.81,1
34,58303.0,Canada,Mobile,Facebook,Newsletter,2,105.0,4,1,0,2.0,15,12.39,0
42,94842.0,UK,Desktop,Email,Product Launch,5,442.0,7,2,0,110.0,0,4.23,0
62,81418.0,USA,Desktop,Google,Discount,7,503.0,0,0,0,42.0,10,27.85,1
45,52181.0,USA,Mobile,Google,Discount,8,468.0,6,1,2,0.0,10,19.64,1
41,86529.0,USA,Mobile,Facebook,Product Launch,3,92.0,0,0,1,5.0,0,7.03,0
60,81405.0,Canada,Mobile,Instagram,Product Launch,8,480.0,0,0,1,0.0,10,20.06,0
22,118513.0,Canada,Desktop,Instagram,Product Launch,8,614.0,2,0,0,0.0,25,20.7,0
25,91221.0,Australia,Mobile,Google,Brand Awareness,5,289.0,0,0,1,4.0,10,23.1,0
32,89433.0,Canada,Desktop,Email,Product Launch,10,506.0,2,0,1,0.0,25,9.15,1
49,70734.0,USA,Mobile,Facebook,Brand Awareness,2,317.0,1,0,0,35.0,20,13.28,0
35,52390.0,USA,Mobile,Referral,Newsletter,7,294.0,1,0,0,36.0,20,21.63,0
65,70462.0,Canada,Desktop,Google,Retargeting,9,757.0,0,0,0,8.0,20,12.81,0
41,66934.0,USA,Desktop,Google,Retargeting,8,203.0,1,0,0,0.0,0,7.89,0
29,66295.0,USA,Desktop,Email,Brand Awareness,8,538.0,3,1,0,0.0,10,16.52,1
43,96475.0,UK,Mobile,Referral,Retargeting,6,481.0,4,1,1,7.0,20,14.8,1
32,50472.0,USA,Desktop,Google,Retargeting,5,203.0,1,0,1,0.0,5,10.32,0
68,108696.0,UK,Mobile,Google,Product Launch,6,165.0,2,0,0,79.0,0,28.05,0
61,51233.0,USA,Mobile,Facebook,Discount,7,416.0,0,0,2,10.0,0,20.35,0
55,42403.0,USA,Mobile,Email,Product Launch,7,296.0,8,1,1,21.0,25,7.46,0
51,92292.0,UK,Mobile,TikTok,Retargeting,5,218.0,0,0,0,10.0,10,7.12,0
18,67159.0,USA,Desktop,Instagram,Newsletter,4,250.0,1,0,1,20.0,0,14.22,0
68,57227.0,USA,Mobile,Facebook,Brand Awareness,6,273.0,4,1,0,17.0,5,4.74,0
50,80893.0,Canada,Desktop,TikTok,Discount,4,297.0,2,1,1,20.0,15,6.38,0
51,61825.0,Canada,Mobile,Facebook,Discount,5,30.0,0,0,3,66.0,5,16.83,0
46,74694.0,USA,Mobile,Instagram,Brand Awareness,5,197.0,2,0,0,51.0,25,10.76,1
67,64194.0,Canada,Mobile,Facebook,Retargeting,2,20.0,5,4,0,1.0,20,14.84,1
36,75175.0,USA,Mobile,Facebook,Discount,4,96.0,3,1,1,52.0,15,10.93,0
60,54420.0,USA,Desktop,TikTok,Retargeting,4,138.0,4,2,1,108.0,10,16.56,0
67,86431.0,Australia,Desktop,Email,Discount,9,684.0,1,0,0,9.0,0,28.35,1
53,62833.0,Canada,Desktop,Google,Discount,3,61.0,0,0,1,4.0,10,7.17,1
63,73708.0,USA,Mobile,Email,Brand Awareness,2,320.0,0,0,2,12.0,20,8.1,1
27,25586.0,USA,Mobile,Facebook,Discount,2,166.0,1,0,1,5.0,10,6.55,0
23,81683.0,UK,Desktop,Facebook,Product Launch,6,283.0,1,0,0,13.0,0,18.0,1
29,58997.0,Canada,Desktop,Facebook,Newsletter,4,189.0,3,0,1,16.0,5,12.25,0
25,66617.0,Australia,Desktop,Referral,Brand Awareness,10,583.0,1,1,0,0.0,15,8.23,1
62,63679.0,USA,Tablet,Google,Product Launch,6,185.0,3,0,0,27.0,0,21.56,0
37,58723.0,USA,Desktop,Instagram,Newsletter,6,292.0,5,3,0,16.0,0,33.49,0
35,49702.0,UK,Desktop,Google,Retargeting,6,420.0,3,1,3,0.0,15,13.35,1
57,90180.0,USA,Mobile,Google,Newsletter,5,144.0,2,1,0,6.0,0,4.51,1
53,60264.0,USA,Mobile,Facebook,Discount,4,383.0,1,1,0,19.0,0,25.16,0
69,65912.0,USA,Desktop,Email,Retargeting,5,422.0,5,1,0,34.0,10,3.58,1
40,63015.0,UK,Mobile,Instagram,Newsletter,8,360.0,3,3,1,19.0,20,29.27,1
20,54646.0,USA,Mobile,Email,Newsletter,1,18.0,3,2,0,2.0,20,8.66,1
41,93093.0,USA,Mobile,Email,Newsletter,9,178.0,4,3,1,0.0,0,3.79,1
22,55501.0,UK,Tablet,Email,Brand Awareness,5,470.0,4,1,0,20.0,0,12.95,0
18,77093.0,USA,Mobile,Google,Discount,6,367.0,4,0,0,8.0,25,21.04,1
37,52673.0,USA,Desktop,TikTok,Newsletter,5,320.0,3,1,3,46.0,20,1.23,1
60,38753.0,USA,Desktop,Google,Discount,3,240.0,2,0,0,1.0,20,12.59,1
25,38112.0,USA,Mobile,Google,Discount,9,480.0,0,0,1,12.0,0,22.77,0
34,79711.0,USA,Mobile,Google,Retargeting,4,10.0,1,1,1,0.0,15,12.65,1
48,27580.0,UK,Mobile,Instagram,Brand Awareness,3,10.0,3,1,1,32.0,15,4.37,1
35,32955.0,UK,Desktop,Instagram,Discount,4,528.0,2,0,0,40.0,5,8.33,0
27,55532.0,UK,Mobile,Facebook,Product Launch,4,321.0,5,1,1,48.0,0,2.46,0
21,81027.0,USA,Mobile,Google,Newsletter,3,98.0,4,1,0,41.0,20,23.24,0
57,53298.0,USA,Desktop,Instagram,Brand Awareness,4,478.0,0,0,0,36.0,5,4.1,0
50,91265.0,Canada,Mobile,Instagram,Discount,8,291.0,4,1,0,5.0,0,14.81,0
38,64899.0,USA,Mobile,Facebook,Brand Awareness,9,317.0,3,3,3,4.0,15,28.29,1
58,63683.0,USA,Mobile,Google,Discount,8,425.0,1,0,1,96.0,15,33.66,0
39,100948.0,USA,Mobile,Email,Retargeting,7,460.0,5,4,1,0.0,20,16.67,1
44,79124.0,USA,Mobile,Google,Product Launch,5,128.0,1,0,0,4.0,5,15.92,0
60,59492.0,Australia,Desktop,Instagram,Brand Awareness,10,458.0,1,0,0,34.0,0,18.24,0
42,57003.0,USA,Mobile,Facebook,Product Launch,6,31.0,3,1,0,19.0,5,5.3,0
48,85795.0,USA,Mobile,Instagram,Retargeting,6,168.0,3,0,1,0.0,20,8.89,0
58,97698.0,USA,Mobile,Instagram,Product Launch,6,376.0,2,1,3,9.0,10,38.2,0
44,62736.0,USA,Desktop,TikTok,Retargeting,6,441.0,4,1,1,0.0,10,19.97,0
23,65381.0,UK,Desktop,Instagram,Retargeting,9,553.0,4,2,1,12.0,10,5.62,1
20,91439.0,USA,Tablet,Instagram,Brand Awareness,10,433.0,2,0,2,18.0,0,10.42,1
46,54115.0,USA,Mobile,Email,Discount,8,470.0,4,1,1,8.0,0,5.1,0
29,77882.0,USA,Mobile,Email,Newsletter,7,325.0,5,0,0,12.0,5,17.74,1
56,74372.0,USA,Mobile,Email,Newsletter,4,10.0,4,0,0,2.0,0,30.73,0
41,65742.0,USA,Mobile,Google,Brand Awareness,1,10.0,1,0,0,5.0,5,14.66,0
37,49685.0,USA,Mobile,Email,Discount,5,379.0,4,1,0,20.0,10,20.27,1
61,25000.0,Australia,Desktop,Email,Newsletter,1,144.0,6,1,0,18.0,5,27.39,0
63,65105.0,USA,Mobile,Facebook,Discount,9,631.0,1,1,0,3.0,0,10.47,0
20,42785.0,USA,Mobile,Google,Product Launch,6,375.0,4,1,0,6.0,0,18.57,1
41,74222.0,USA,Mobile,Google,Brand Awareness,2,10.0,1,0,0,88.0,15,14.02,0
44,57193.0,USA,Mobile,Google,Discount,3,41.0,0,0,0,16.0,0,6.67,0
24,59774.0,Australia,Mobile,Google,Product Launch,7,223.0,3,2,0,20.0,5,19.28,0
66,98934.0,USA,Desktop,Google,Product Launch,1,10.0,0,0,2,67.0,10,6.39,0
68,83176.0,USA,Desktop,Email,Product Launch,9,811.0,4,1,0,38.0,0,20.47,1
69,48671.0,UK,Mobile,Google,Newsletter,8,412.0,6,4,2,0.0,5,5.8,1
41,86655.0,USA,Mobile,Google,Product Launch,5,271.0,2,0,1,7.0,0,12.59,0
23,61012.0,USA,Mobile,TikTok,Brand Awareness,5,139.0,2,0,0,11.0,0,20.57,0
57,41394.0,Canada,Mobile,Instagram,Brand Awareness,6,206.0,1,0,2,53.0,0,28.63,0
56,71694.0,Canada,Desktop,Google,Retargeting,4,431.0,3,0,0,12.0,5,11.81,0
22,69007.0,USA,Mobile,Facebook,Retargeting,9,449.0,4,2,1,0.0,10,18.84,1
49,89238.0,UK,Mobile,TikTok,Retargeting,9,606.0,1,0,1,0.0,10,17.11,1
60,90312.0,USA,Mobile,Google,Retargeting,7,289.0,4,2,1,0.0,15,6.68,1
19,91926.0,USA,Mobile,Referral,Product Launch,5,290.0,2,1,1,0.0,10,17.67,0
25,54505.0,UK,Mobile,Facebook,Newsletter,6,452.0,2,1,1,18.0,15,6.43,0
53,67593.0,USA,Mobile,Google,Product Launch,4,277.0,1,0,0,9.0,0,17.59,0
24,31737.0,USA,Desktop,Referral,Newsletter,5,531.0,3,1,1,49.0,25,6.02,1
45,75540.0,USA,Desktop,Google,Retargeting,4,234.0,3,0,3,0.0,0,5.13,1
32,64505.0,USA,Mobile,Google,Retargeting,8,495.0,1,1,0,9.0,10,9.92,0
19,25000.0,USA,Mobile,Google,Retargeting,5,62.0,1,0,0,13.0,0,13.87,0
40,81991.0,USA,Desktop,Referral,Discount,9,380.0,0,0,1,7.0,0,15.15,1
42,78389.0,USA,Mobile,Google,Newsletter,8,358.0,5,0,1,38.0,5,14.83,0
43,35537.0,USA,Mobile,TikTok,Retargeting,11,538.0,5,1,1,0.0,0,10.71,1
19,25000.0,USA,Mobile,Referral,Product Launch,8,512.0,1,0,1,21.0,20,30.39,1
40,61249.0,UK,Mobile,Instagram,Retargeting,6,134.0,1,1,0,18.0,0,7.25,0
43,73443.0,USA,Mobile,Instagram,Brand Awareness,8,554.0,1,0,1,2.0,5,9.36,0
19,66235.0,USA,Mobile,Google,Brand Awareness,6,342.0,3,2,0,21.0,5,37.95,1
21,98284.0,USA,Desktop,TikTok,Retargeting,10,495.0,3,1,0,1.0,5,7.4,1
49,117533.0,USA,Mobile,Instagram,Brand Awareness,6,398.0,1,0,3,0.0,0,24.43,1
